Internal ID,Item Name,Display Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary,Item Type
13664,11187,HEIRLOOM GREEN GLASS HANG TAG MINT LEAF CARDAMOM (HE0602),,WIP-PW-MC,927,927,MC-PW,Custom Order Item,.07,64.89,PW,Inventory Item
13665,11188,HEIRLOOM BLUE GLASS HANG TAG MARINE AMBER (HE0603),,WIP-PW-MC,678,678,MC-PW,Custom Order Item,.07,47.46,PW,Inventory Item
13666,11189,HEIRLOOM PINK GLASS HANG TAG ROSEWOOD CEDAR (HE0604),,WIP-PW-MC,1005,1005,MC-PW,Custom Order Item,.07,70.35,PW,Inventory Item
13667,11190,HEIRLOOM YELLOW GLASS HANG TAG LAVENDER MAMOSA (HE0605),,WIP-PW-MC,1665,1665,MC-PW,Custom Order Item,.07,116.55,PW,Inventory Item
16854,11854,LIBRARY 16 OZ. LOUISA MAY ALCOTT COPPER HANGTAG (,,WIP-PW-MC,612.94,612.94,MC-PW,Current,.07199726,44.13,PW,Inventory Item
16855,11855,LIBRARY 16 OZ. WILLIAM SHAKESPEARE COPPER HANGTAG (GL1613),,WIP-PW-MC,1326.4,1326.4,MC-PW,Current,.14823583,196.62,PW,Inventory Item
16856,11856,LIBRARY 16 OZ. JANE AUSTEN COPPER HANGTAG (GL1602),,WIP-PW-MC,2218.8,2218.8,MC-PW,Current,.05848657,129.77,PW,Inventory Item
16857,11857,LIBRARY 16 OZ. CHARLES DICKENS RED TASSEL AND HANGTAG (GL16,,WIP-PW-MC,4745.48,4745.48,MC-PW,Current,.31480272,1493.89,PW,Inventory Item
16858,11858,LIBRARY 16 OZ. OSCAR WILDE COPPER HANGTAG (GL160,,WIP-PW-MC,2025.78,2025.78,MC-PW,Current,.07387278,149.65,PW,Inventory Item
16860,11860,LIBRARY 16 OZ. JOHN STEINBECK COPPER HANGTAG (GL16,,WIP-PW-MC,696.36,696.36,MC-PW,DISCONTINUED PW 12.15.2018,.08321845,57.95,PW,Inventory Item
16861,11861,LIBRARY 16 OZ. EDGAR ALLEN POE COPPER HANGTAG (GL1,,WIP-PW-MC,2285.81,2285.81,MC-PW,DISCONTINUED PW 12.15.2018,.05713948,130.61,PW,Inventory Item
16915,11881,LIBRARY 16 OZ. LEO TOLSTOY COPPER HANGTAG (GL160,,WIP-PW-MC,2367.84,2367.84,MC-PW,DISCONTINUED PW 12.15.2018,.07419843,175.69,PW,Inventory Item
16944,11882,LIBRARY COPPER HANGING TASSEL,,WIP-PW-MC,14064.21,14064.21,MC-PW,DISCONTINUED PW 12.15.2018,.09898032,1392.08,PW,Inventory Item
16954,11883,LIBRARY 16 OZ. RALPH WALDO EMERSON COPPER HANGTAG (GL1611),,WIP-PW-MC,2320.88,2320.88,MC-PW,DISCONTINUED PW 12.15.2018,.0742477,172.32,PW,Inventory Item
28639,12728,TINSEL 12 OZ. BLUSH MERCURY GLASS HANG TAG  &  GOLD TASSEL C,,WIP-PW-MC,2351,2351,MC-PW,CURRENT,.20477244,481.42,PW,Inventory Item
28641,12729,TINSEL 12 OZ. ICE BLUE MERCURY GLASS HANG TAG MERRY & GOLD T,,WIP-PW-MC,2306,2306,MC-PW,CURRENT,.21229835,489.56,PW,Inventory Item
28643,12730,TINSEL 12 OZ. GOLD MERCURY GLASS HANG TAG CHEERS & GOLD TASS,,WIP-PW-MC,2028.6,2028.6,MC-PW,CURRENT,.21174702,429.55,PW,Inventory Item
28644,12731,TINSEL 12 OZ. BRONZE MERCURY GLASS HANG TAG WARM WISHES  & G,,WIP-PW-MC,2983,2983,MC-PW,CURRENT,.21163258,631.30,PW,Inventory Item
28645,12732,TINSEL 12 OZ. SILVER MERCURY GLASS HANG TAG FALALA & GOLD TA,,WIP-PW-MC,1371.88,1371.88,MC-PW,CURRENT,.21178237,290.54,PW,Inventory Item
28646,12733,TNSEL 12 OZ. DEEP GREEN MERCURY GLASS HANG TAG JINGLE & GOLD,,WIP-PW-MC,2146.08,2146.08,MC-PW,CURRENT,.21190729,454.77,PW,Inventory Item
15991,16500,STANDARD MATCHBOX STYLE GREYBOARD WRAPPED IN 350 GSM BLACK,,A90-C2-179,118,118,MC-INK,Current,1.60305085,189.16,INK,Inventory Item
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A20-B-114,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A20-D-160,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A20-D-163,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A30-D-059,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A50-C-012,2592,2592,MC-ONV,Current,.39323367,1019.262,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A50-C-014,2592,2592,MC-ONV,Current,.39323367,1019.262,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A50-C-038,2592,2592,MC-ONV,Current,.39323367,1019.262,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A50-D-035,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A60-A-069,2916,2916,MC-ONV,Current,.39323367,1146.669,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A60-A-071,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A60-D-059,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A60-D-075,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,A80-D-121,3240,3240,MC-ONV,Current,.39323367,1274.077,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,Novapac-Production,6480,6480,"Novapac Laboratories, Inc.-ONV",Current,.39323367,2548.154,ONV,Assembly/Bill of Materials
15637,25201,6.4 oz Copper Tube with Shave Cream Label Applied,,PRODUCTION-ONV,324,324,OM Fidelitone,Current,.39323367,127.408,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A20-A-131,2160,0,MC-ONV,Current,.46212384,.00,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A30-B-070,2160,0,MC-ONV,Current,.46212384,.00,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A80-B-078,800,800,MC-ONV,Current,.46212384,369.699,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A80-B-099,2160,2160,MC-ONV,Current,.46212384,998.187,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A80-C-072,2160,2160,MC-ONV,Current,.46212384,998.187,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A80-C-074,2160,2160,MC-ONV,Current,.46212384,998.187,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A80-C-076,2160,2160,MC-ONV,Current,.46212384,998.187,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A80-C-079,2160,2160,MC-ONV,Current,.46212384,998.187,ONV,Assembly/Bill of Materials
15459,25204,8.5 fl oz copper tube with Bourbon Cedar Wash label applied,,Production-ProSkin,10000,10000,Pro Skin Solutions ONV,Current,.46212384,4621.238,ONV,Assembly/Bill of Materials
15656,25210,2.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A30-A-060,5760,5760,MC-ONV,DAMAGED,.29973155,1726.454,ONV,Assembly/Bill of Materials
15656,25210,2.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A40-A-102,7200,7200,MC-ONV,DAMAGED,.29973155,2158.067,ONV,Assembly/Bill of Materials
15656,25210,2.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A40-B-098,7200,7200,MC-ONV,DAMAGED,.29973155,2158.067,ONV,Assembly/Bill of Materials
15656,25210,2.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A40-B-175,6070,6070,MC-ONV,DAMAGED,.29973155,1819.371,ONV,Assembly/Bill of Materials
15656,25210,2.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A40-C-109,7200,7200,MC-ONV,DAMAGED,.29973155,2158.067,ONV,Assembly/Bill of Materials
15656,25210,2.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A40-C-110,7200,7200,MC-ONV,DAMAGED,.29973155,2158.067,ONV,Assembly/Bill of Materials
15656,25210,2.5 fl oz copper tube with Bourbon Cedar Wash label applied,,A40-C-169,7200,7200,MC-ONV,DAMAGED,.29973155,2158.067,ONV,Assembly/Bill of Materials
16065,25214,2.5 fl oz Copper Tube with Shave Cream label,,A30-D-037,5940,5940,MC-ONV,Current,.31673843,1881.426,ONV,Assembly/Bill of Materials
16065,25214,2.5 fl oz Copper Tube with Shave Cream label,,A30-D-079,7200,7200,MC-ONV,Current,.31673843,2280.517,ONV,Assembly/Bill of Materials
16065,25214,2.5 fl oz Copper Tube with Shave Cream label,,A50-A-200,7200,7200,MC-ONV,Current,.31673843,2280.517,ONV,Assembly/Bill of Materials
16065,25214,2.5 fl oz Copper Tube with Shave Cream label,,A50-C-099,7200,7200,MC-ONV,Current,.31673843,2280.517,ONV,Assembly/Bill of Materials
16065,25214,2.5 fl oz Copper Tube with Shave Cream label,,A70-C-167,7200,7200,MC-ONV,Current,.31673843,2280.517,ONV,Assembly/Bill of Materials
16065,25214,2.5 fl oz Copper Tube with Shave Cream label,,A70-C-185,7200,7200,MC-ONV,Current,.31673843,2280.517,ONV,Assembly/Bill of Materials
16065,25214,2.5 fl oz Copper Tube with Shave Cream label,,Novapac-Production,4320,4320,"Novapac Laboratories, Inc.-ONV",Current,.31673843,1368.31,ONV,Assembly/Bill of Materials
16066,25215,2 fl oz Copper Tube with Conditioner label applied,,Production-ProSkin,553,553,Pro Skin Solutions ONV,Current,.31844485,176.10,ONV,Assembly/Bill of Materials
16866,25216,2.5 fl oz Copper Tube with Scrub label applied,,A20-A-117,7200,7200,MC-ONV,Current,.34943725,2515.948,ONV,Assembly/Bill of Materials
16866,25216,2.5 fl oz Copper Tube with Scrub label applied,,A30-A-115,7200,7200,MC-ONV,Current,.34943725,2515.948,ONV,Assembly/Bill of Materials
16866,25216,2.5 fl oz Copper Tube with Scrub label applied,,A30-B-088,7200,7200,MC-ONV,Current,.34943725,2515.948,ONV,Assembly/Bill of Materials
16866,25216,2.5 fl oz Copper Tube with Scrub label applied,,A30-B-105,2709,2709,MC-ONV,Current,.34943725,946.626,ONV,Assembly/Bill of Materials
18206,25225,2.25 oz tube with moisturizer label applied,,Production-RR,13366,13366,Raining Rose,Current,.43342361,5793.14,ONV,Assembly/Bill of Materials
28302,25242,6.5 oz Copper Tube with Lotion label applied BC,,Production-ProSkin,42,42,Pro Skin Solutions ONV,Current,.50190476,21.08,ONV,Assembly/Bill of Materials
22892,36355,STAY GOLD 10 OZ CERAMIC MUG,,A20-D-237,36,36,MC-PW,Current,2.315,83.34,PW,Inventory Item
15792,50383,Chrome plated TTO Safety Razor,,A30-C-126,2400,2400,MC-ONV,Current,2.21969583,5327.27,ONV,Inventory Item
16029,50394,Feather Double Edge Blades 5-pack,,PRP-A-001,2000,2000,MC-ONV,Current,.9776,1955.20,ONV,Inventory Item
16062,50395,Antique Vellum 18 pt Paper (26 x 40),,A60-C-101,1500,1500,MC-ONV,Current,1.17053333,1755.80,ONV,Inventory Item
18829,50430,SPRING 2018 CATALOG - UNPRICED,812442021556,A90-B2-175-02,350,350,MC-INK,Discontinued,1.92,672.00,INK,Inventory Item
20326,50433,Partition D/C None Plain 38 1/2 x 47 7/8 48BC,,A50-C-219,99,99,MC-INK,Current,1.37131313,135.76,INK,Inventory Item
20328,50435,FRONT LIP N D/C P NONE 4P-1C 42 1/4 X 49 32E OW  RC002,,A40-C-130,96,96,MC-INK,Current,.88927083,85.37,INK,Inventory Item
20330,50437,LOWER PRON D/C P NONE 4P-2C 44 11/16 X 56 1/8 44 B OW,,A40-B-177,59,59,MC-INK,Current,2.32084746,136.93,INK,Inventory Item
20331,50438,TOP PRODUCT TRAN D/C P NONE 4P-2C 31 13/16 X 48 1/4 44B OW,,A70-C-183,67,67,MC-INK,Current,2.81029851,188.29,INK,Inventory Item
20334,50441,TRAY INSERT N D/C P NONE 4P=2C 41 1/2 X 54 7/8 44B OW  (8565,,A40-C-130,87,87,MC-INK,Current,.64103448,55.77,INK,Inventory Item
20336,50443,DISPLAY BN D/C P NONE 4P-2C 20 5/8 X 48 1/8 X 2 1/2 32 B OW,,A40-D-223,17,17,MC-INK,Current,2.91823529,49.61,INK,Inventory Item
26284,50460,Additional PDQ - Carton for TJD80-1096PG,,A90-C-175,171,171,MC-INK,Current,.90865497,155.38,INK,Inventory Item
26285,50461,Additional PDQ - Carton for TJDP80-2063PG,,A50-D-074,1050,1050,MC-INK,Current,.90676571,952.104,INK,Inventory Item
26285,50461,Additional PDQ - Carton for TJDP80-2063PG,,A90-C-075,700,700,MC-INK,Current,.90676571,634.736,INK,Inventory Item
26286,50462,Additional PDQ - Shroud for TJBM86-1001PG,,A50-C-135,360,360,MC-INK,Current,.63016667,226.86,INK,Inventory Item
26286,50462,Additional PDQ - Shroud for TJBM86-1001PG,,A90-C-179-02,60,60,MC-INK,Current,.63016667,37.81,INK,Inventory Item
26283,50463,Additional PDQ - Shroud for TJD80-2189PG,,A90-C-179-02,60,60,MC-INK,Current,.71933333,43.16,INK,Inventory Item
26287,50464,Additional PDQ - Shroud for TJD80-1096PG,,A90-B-127,120,120,MC-INK,Current,.72,86.40,INK,Inventory Item
26288,50465,Additional PDQ - Shroud for TJDP80-2063PG,,A20-D-167,390,390,MC-INK,Current,.71416541,278.525,INK,Inventory Item
26288,50465,Additional PDQ - Shroud for TJDP80-2063PG,,A60-B-106,380,380,MC-INK,Current,.71416541,271.383,INK,Inventory Item
26288,50465,Additional PDQ - Shroud for TJDP80-2063PG,,A90-D-067,560,560,MC-INK,Current,.71416541,399.933,INK,Inventory Item
26736,50466,DWI SPRING 2019 SPECIALTY CATALOG,812442032309,PRODUCTION-INK,420,420,INK Fidelitone,Current,,,INK,Inventory Item
26737,50468,DWI SPRING 2019 UNPRICE CATALOG,812442032316,PRODUCTION-INK,1169,1169,INK Fidelitone,Current,,,INK,Inventory Item
26513,50469,SPRING 2019 INK SALES REP KIT,,A60-C-201,11,11,MC-INK,Discontinued,42.41,466.51,INK,Assembly/Bill of Materials
28855,50475,DWI SPRING 2019 SPECIALTY SUPPLEMENT CATALOG,812442033504,PRODUCTION-INK,570,570,INK Fidelitone,Current,,,INK,Inventory Item
28856,50476,DWI SPRING 2019 UNPRICED SUPPLEMENT CATALOG,812442033511,PRODUCTION-INK,1320,1320,INK Fidelitone,Current,,,INK,Inventory Item
29344,50478,3rd Shelf Right SC/SH None Plain Side Back Fill 29 11/16 x18,,A20-B-229,38,38,MC-INK,Current,1.04947368,39.88,INK,Inventory Item
29347,50481,Single Prod Wid SC/SH None Plain E Filler 22x7 1/2 40C,,A60-D-079,192,192,MC-INK,Current,.45114583,86.62,INK,Inventory Item
20793,50484,Olivina Lip Balm Assortment Header Card 6 1/4 x 6 1/4,,PRODUCTION-ONV,176,176,OM Fidelitone,Current,2.20,387.20,ONV,Inventory Item
29753,50485,DWI FALL 2019 PRICED SPECIALTY CATALOG,,A20-A-120,666,666,MC-INK,Current,.00044255,.295,INK,Inventory Item
29753,50485,DWI FALL 2019 PRICED SPECIALTY CATALOG,,PRODUCTION-INK,509,509,INK Fidelitone,Current,.00044255,.225,INK,Inventory Item
29754,50486,DWI FALL 2019 UNPRICED SPECIALTY CATALOG,,A90-C2-175,170,170,MC-INK,Current,.84575342,143.778,INK,Inventory Item
29754,50486,DWI FALL 2019 UNPRICED SPECIALTY CATALOG,,PRODUCTION-INK,122,122,INK Fidelitone,Current,.84575342,103.182,INK,Inventory Item
21945,50488,Inner Pack for Wood Box - Holds 1 (ML73PP),,PRODUCTION-ONV,4,4,OM Fidelitone,Current,1.07,4.28,ONV,Inventory Item
21946,50489,Master Pack for Wood Box - Holds 24(ML73PP),,PRODUCTION-ONV,11.0024,11.0024,OM Fidelitone,Current,3.47015197,38.18,ONV,Inventory Item
31723,50503,"THREE TIER WOOD/ACRYLIC DISPLAY 20.125"" X 11.5"" X 10""",840111507322,PRODUCTION-INK,90,90,INK Fidelitone,CURRENT,28.33222222,2549.90,INK,Inventory Item
32139,50505,DWI SPRING 2020 SALES REP KIT 1,,WIP-INK-MC,20,20,MC-INK,CURRENT,,,INK,Assembly/Bill of Materials
33698,50510,DWI SPRING 2020 PRICED SPECIALTY CATALOG,,PRODUCTION-INK,480,480,INK Fidelitone,Current,,,INK,Inventory Item
33698,50510,DWI SPRING 2020 PRICED SPECIALTY CATALOG,,WIP-INK-MC,5417,5417,MC-INK,Current,,,INK,Inventory Item
29613,50511,Olivina Men Fall 2019 Catalog (Wholesale) w/ Pricing,,A20-D-156,1105,1105,MC-ONV,Current,,,ONV,Inventory Item
29613,50511,Olivina Men Fall 2019 Catalog (Wholesale) w/ Pricing,,A90-C2-223-02,349,349,MC-ONV,Current,,,ONV,Inventory Item
29613,50511,Olivina Men Fall 2019 Catalog (Wholesale) w/ Pricing,,PRODUCTION-ONV,145,145,OM Fidelitone,Current,,,ONV,Inventory Item
29614,50512,Olivina Men Fall 2019 Catalog (Un Priced),,A10-B-218-02,123,123,MC-ONV,Current,,,ONV,Inventory Item
29614,50512,Olivina Men Fall 2019 Catalog (Un Priced),,A30-A-183,1304,1304,MC-ONV,Current,,,ONV,Inventory Item
33701,50513,DWI SPRING 2020 UNPRICED SPECIALTY CATALOG,,A30-A-043,335,335,MC-INK,Current,.43684404,146.343,INK,Inventory Item
33701,50513,DWI SPRING 2020 UNPRICED SPECIALTY CATALOG,,PRODUCTION-INK,120,120,INK Fidelitone,Current,.43684404,52.421,INK,Inventory Item
33701,50513,DWI SPRING 2020 UNPRICED SPECIALTY CATALOG,,WIP-INK-MC,90,90,MC-INK,Current,.43684404,39.316,INK,Inventory Item
33784,50532,DWI WORKPLACE SHENANIGANS PENCIL ENVELOPE,,PRP-A-022,7904,7904,MC-INK,DWI SPRING 2020,.68360401,5403.206,INK,Inventory Item
33791,50539,DWI OLD SCHOOL SWEAR WORDS PENCIL ENVELOPE,,PRP-A-022,7904,7904,MC-INK,DWI SPRING 2020,.68360401,5403.206,INK,Inventory Item
33910,50550,DWI SPRING 2020 SALES REP KIT 2 W/O AGENDA COVERS,,WIP-INK-MC,6,6,MC-INK,CURRENT,,,INK,Assembly/Bill of Materials
33911,50551,DWI SPRING 2020 SALES REP KIT 3 - BACKORDER,,A50-A-232,67,67,MC-INK,CURRENT,26.02028571,1743.359,INK,Assembly/Bill of Materials
33911,50551,DWI SPRING 2020 SALES REP KIT 3 - BACKORDER,,A80-B-222,3,3,MC-INK,CURRENT,26.02028571,78.061,INK,Assembly/Bill of Materials
36821,50569,DWI FALL 2020 UNPRICED SPECIALTY CATALOG,,A20-B-217,72,72,MC-INK,DWI FALL 2020,,,INK,Inventory Item
36903,50570,DWI FALL 2020 SALES REP KIT,,A20-D-097,22,22,MC-INK,DWI FALL 2020,56.839375,1250.466,INK,Assembly/Bill of Materials
36903,50570,DWI FALL 2020 SALES REP KIT,,STA-PFG-Z,74,74,MC-INK,DWI FALL 2020,56.839375,4206.114,INK,Assembly/Bill of Materials
27860,51017,"29.5 X 9,000"" 1 PLY 55 KRAFT PAD PAK PAPER (25 ROLLS PER PA",,WIP-PW-MC,212342,212342,MC-PW,Current,.00606583,1288.03,PW,Inventory Item
29783,51056,"AEROSOL BLOTTER 1 1/2"" X 2"" PRINTED",,WIP-PW-MC,13000,13000,MC-PW,PROMOTION,.02351462,305.69,PW,Inventory Item
34677,51076,26 X 40 500M 18 PT STRAW - MOHAWK LOOP COV ANTIQUE VELM 3000/SKID,,A90-D-063,1,1,MC-PW,Current,780.00,780.00,PW,Inventory Item
34677,51076,26 X 40 500M 18 PT STRAW - MOHAWK LOOP COV ANTIQUE VELM 3000/SKID,,WIP-PW-MC,1,1,MC-PW,Current,780.00,780.00,PW,Inventory Item
31727,51099,PADDYWAX 2020 SPRING REP SALES KIT,,A80-B-059,10,10,MC-PW,PADDYWAX SPRING 2020,129.35962963,1293.596,PW,Assembly/Bill of Materials
31727,51099,PADDYWAX 2020 SPRING REP SALES KIT,,A80-B-081,5,5,MC-PW,PADDYWAX SPRING 2020,129.35962963,646.798,PW,Assembly/Bill of Materials
31727,51099,PADDYWAX 2020 SPRING REP SALES KIT,,A80-C-069,12,12,MC-PW,PADDYWAX SPRING 2020,129.35962963,1552.316,PW,Assembly/Bill of Materials
35910,51157,FIREFLY REP KITS FALL 2020,,STA-PFG,1,1,MC-PW,FIREFLY REP KIT FALL 2020,82.20,82.20,PW,Assembly/Bill of Materials
36214,51165,PW FALL 2020 REP KIT,,A50-B-098,23,23,MC-PW,PADDYWAX FALL 2020,85.16923077,1958.892,PW,Assembly/Bill of Materials
36214,51165,PW FALL 2020 REP KIT,,A60-B-101,3,3,MC-PW,PADDYWAX FALL 2020,85.16923077,255.508,PW,Assembly/Bill of Materials
36429,51173,FIREFLY FRAGRANCE KIT #01 (FALL 2020) CLASSIC - BOTANY - KINDRED - SAHARA,,WIP-PW-MC,1,1,MC-PW,FIREFLY FALL 2020,4.17,4.17,PW,Assembly/Bill of Materials
36430,51174,FIREFLY FRAGRANCE KIT #02 (FALL 2020) RESERVE - SAHARA - KINDRED,,OB-STG001,2,0,MC-PW,FIREFLY FALL 2020,6.655,.00,PW,Assembly/Bill of Materials
36430,51174,FIREFLY FRAGRANCE KIT #02 (FALL 2020) RESERVE - SAHARA - KINDRED,,STA-PFG,12,12,MC-PW,FIREFLY FALL 2020,6.655,79.86,PW,Assembly/Bill of Materials
36431,51175,FIREFLY FRAGRANCE KIT #03 (FALL 2020) BOTANY - SAHARA - KINDRED,,OB-STG001,2,0,MC-PW,FIREFLY FALL 2020,7.00066667,.00,PW,Assembly/Bill of Materials
36431,51175,FIREFLY FRAGRANCE KIT #03 (FALL 2020) BOTANY - SAHARA - KINDRED,,STA-PFG,13,13,MC-PW,FIREFLY FALL 2020,7.00066667,91.009,PW,Assembly/Bill of Materials
16400,80001,Face Rescue Sub-Assembly - Filled bottle with pump and label,,GLZ-A-140,3540,3540,MC-ONV,Current,2.64857143,9375.943,ONV,Assembly/Bill of Materials
16400,80001,Face Rescue Sub-Assembly - Filled bottle with pump and label,,PRP-A-001,14,14,MC-ONV,Current,2.64857143,37.08,ONV,Assembly/Bill of Materials
16400,80001,Face Rescue Sub-Assembly - Filled bottle with pump and label,,STA-A-001-X,240,240,MC-ONV,Current,2.64857143,635.657,ONV,Assembly/Bill of Materials
16567,80002,Cleansing Cloth Bourbon Cedar Sub-Assembly - Filled pouches,817636017469,A30-B-240,40,40,MC-ONV,DAMAGED,.1135,4.54,ONV,Assembly/Bill of Materials
16568,80003,Cleansing Cloth Juniper Tonic Sub-Assembly - Filled pouches,,A20-C-184,13000,13000,MC-ONV,DAMAGED,.111476,1449.188,ONV,Assembly/Bill of Materials
16568,80003,Cleansing Cloth Juniper Tonic Sub-Assembly - Filled pouches,,A20-C2-235,1000,1000,MC-ONV,DAMAGED,.111476,111.476,ONV,Assembly/Bill of Materials
16568,80003,Cleansing Cloth Juniper Tonic Sub-Assembly - Filled pouches,,PRODUCTION-ONV,1000,1000,OM Fidelitone,DAMAGED,.111476,111.476,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A20-C-134,120,120,MC-ONV,Current,4.90287712,588.345,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A20-D-115,316,316,MC-ONV,Current,4.90287712,1549.309,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A20-D-207-02,4,4,MC-ONV,Current,4.90287712,19.612,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A30-A-101,320,320,MC-ONV,Current,4.90287712,1568.921,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A30-C-114,320,320,MC-ONV,Current,4.90287712,1568.921,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A40-B-099,320,320,MC-ONV,Current,4.90287712,1568.921,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A50-B-016,182,182,MC-ONV,Current,4.90287712,892.324,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A50-B-018,252,252,MC-ONV,Current,4.90287712,1235.525,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A50-C-041,320,320,MC-ONV,Current,4.90287712,1568.921,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A50-D-023,320,320,MC-ONV,Current,4.90287712,1568.921,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A50-D-055,320,320,MC-ONV,Current,4.90287712,1568.921,ONV,Assembly/Bill of Materials
20089,80012,Shave Essentials Box with Chrome Razor (Sub-Assembly),,A70-A-199,209,209,MC-ONV,Current,4.90287712,1024.701,ONV,Assembly/Bill of Materials
25183,ACC01,ACCESSORIES: SAFETY MATCHES IN CORAL BOX LIGHT IT UP,647658018560,OB-STG001,1,0,B2C Warehouse PW,PADDYWAX SPRING 2019,.5847277,.00,PW,Inventory Item
25183,ACC01,ACCESSORIES: SAFETY MATCHES IN CORAL BOX LIGHT IT UP,647658018560,PRODUCTION,2038,2038,Fidelitone PADDYWAX,PADDYWAX SPRING 2019,.5847277,1191.675,PW,Inventory Item
25183,ACC01,ACCESSORIES: SAFETY MATCHES IN CORAL BOX LIGHT IT UP,647658018560,S4B-B-043,91,91,B2C Warehouse PW,PADDYWAX SPRING 2019,.5847277,53.21,PW,Inventory Item
25185,ACC02,ACCESSORIES: SAFETY MATCHES IN GREEN BOX FIRE AWAY,647658018577,OB-STG001,1,0,B2C Warehouse PW,PADDYWAX SPRING 2019,.59071808,.00,PW,Inventory Item
25185,ACC02,ACCESSORIES: SAFETY MATCHES IN GREEN BOX FIRE AWAY,647658018577,PRODUCTION,3878,3878,Fidelitone PADDYWAX,PADDYWAX SPRING 2019,.59071808,2290.805,PW,Inventory Item
25185,ACC02,ACCESSORIES: SAFETY MATCHES IN GREEN BOX FIRE AWAY,647658018577,S4B-C-043,76,76,B2C Warehouse PW,PADDYWAX SPRING 2019,.59071808,44.895,PW,Inventory Item
