Internal ID,Item Name,Display Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary,Item Type
32906,FRAG : 40613,FIREFLY DESTINATION WASHINGTON D.C. CHERRY BLOSSOM FRAGRANCE (VPN#258023),,A40-A-216,121,121,MC-PW,CURRENT,7.64452055,924.987,PW,Inventory Item
32906,FRAG : 40613,FIREFLY DESTINATION WASHINGTON D.C. CHERRY BLOSSOM FRAGRANCE (VPN#258023),,WIP-PW-MC,25,25,MC-PW,CURRENT,7.64452055,191.113,PW,Inventory Item
33148,FRAG : 40614,FIREFLY HOLIDAY SUGAR CANE COOKIE FRAGRANCE (VPN#251345),,WIP-PW-MC,30.9,30.9,MC-PW,CURRENT,8.94983819,276.55,PW,Inventory Item
33149,FRAG : 40615,FIREFLY HOLIDAY TREE FARM FRAGRANCE (VPN#251347),,A40-A-204,66,66,MC-PW,CURRENT,8.95,590.70,PW,Inventory Item
33149,FRAG : 40615,FIREFLY HOLIDAY TREE FARM FRAGRANCE (VPN#251347),,WIP-PW-MC,32,32,MC-PW,CURRENT,8.95,286.40,PW,Inventory Item
33150,FRAG : 40616,FIREFLY HOLIDAY WINTER PUMPKIN FRAGRANCE (VPN#258895),,A40-A-206,39,39,MC-PW,CURRENT,8.40,327.60,PW,Inventory Item
33150,FRAG : 40616,FIREFLY HOLIDAY WINTER PUMPKIN FRAGRANCE (VPN#258895),,A40-A-210,100,100,MC-PW,CURRENT,8.40,840.00,PW,Inventory Item
33151,FRAG : 40617,FIREFLY HOLIDAY GILDED FIG FRAGRANCE (VPN#257100),,WIP-PW-MC,44.3,44.3,MC-PW,CURRENT,13.61083521,602.96,PW,Inventory Item
33152,FRAG : 40618,FIREFLY HOLIDAY COZY CHRISTMAS FRAGRANCE (VPN#251239),,A40-A-212,100,100,MC-PW,CURRENT,7.28583333,728.583,PW,Inventory Item
33152,FRAG : 40618,FIREFLY HOLIDAY COZY CHRISTMAS FRAGRANCE (VPN#251239),,WIP-PW-MC,32,32,MC-PW,CURRENT,7.28583333,233.147,PW,Inventory Item
33182,FRAG : 40619,FIREFLY SOUTHERN DIRECTION MAHOGANY TEAKWOOD FRAGRANCE (VPN#251268),,A50-A-207,94.3,94.3,MC-PW,CURRENT,11.69612903,1102.945,PW,Inventory Item
33182,FRAG : 40619,FIREFLY SOUTHERN DIRECTION MAHOGANY TEAKWOOD FRAGRANCE (VPN#251268),,WIP-PW-MC,60.7,60.7,MC-PW,CURRENT,11.69612903,709.955,PW,Inventory Item
33183,FRAG : 40620,FIREFLY SOUTHERN DIRECTION CARIBBEAN DRIFTWOOD/TEAKWOOD FRAGRANCE (VPN#252735),,A40-A-212,100,100,MC-PW,CURRENT,9.51812213,951.812,PW,Inventory Item
33183,FRAG : 40620,FIREFLY SOUTHERN DIRECTION CARIBBEAN DRIFTWOOD/TEAKWOOD FRAGRANCE (VPN#252735),,WIP-PW-MC,52.3,52.3,MC-PW,CURRENT,9.51812213,497.798,PW,Inventory Item
33185,FRAG : 40621,FIREFLY SOUTHERN DIRECTION TOBACCO BARN FRAGRANCE (VPN#252736),,A40-A-206,140,140,MC-PW,CURRENT,11.22939189,1572.115,PW,Inventory Item
33185,FRAG : 40621,FIREFLY SOUTHERN DIRECTION TOBACCO BARN FRAGRANCE (VPN#252736),,WIP-PW-MC,8,8,MC-PW,CURRENT,11.22939189,89.835,PW,Inventory Item
33187,FRAG : 40622,FIREFLY SOUTHERN DIRECTION CAMPFIRE FRAGRANCE (VPN#251774),,A40-A-212,100,100,MC-PW,CURRENT,9.76731968,976.732,PW,Inventory Item
33187,FRAG : 40622,FIREFLY SOUTHERN DIRECTION CAMPFIRE FRAGRANCE (VPN#251774),,WIP-PW-MC,12.3,12.3,MC-PW,CURRENT,9.76731968,120.138,PW,Inventory Item
33322,FRAG : 40623,FIREFLY ROOM SPRAY DISTILLED WATER,,A40-A-166,168,168,MC-PW,CURRENT,1.06063898,178.187,PW,Inventory Item
33322,FRAG : 40623,FIREFLY ROOM SPRAY DISTILLED WATER,,WIP-PW-MC,145,145,MC-PW,CURRENT,1.06063898,153.793,PW,Inventory Item
33324,FRAG : 40624,FIREFLY ROOM SPRAY POLYSORBATE,,WIP-PW-MC,18.3,18.3,MC-PW,CURRENT,3.29453552,60.29,PW,Inventory Item
33686,FRAG : 40625,FIREFLY PERFUMERS ALCOHOL SDA 40B 200 PROOF,,WIP-PW-MC,22.5,22.5,MC-PW,CURRENT,9.82666667,221.10,PW,Inventory Item
33719,FRAG : 40626,FIREFLY DESTINATION LEATHER FRAGRANCE (VPN#7296-F),,A40-A-224,100,100,MC-PW,CURRENT,7.24210526,724.211,PW,Inventory Item
33719,FRAG : 40626,FIREFLY DESTINATION LEATHER FRAGRANCE (VPN#7296-F),,A40-A-234,85,85,MC-PW,CURRENT,7.24210526,615.579,PW,Inventory Item
33719,FRAG : 40626,FIREFLY DESTINATION LEATHER FRAGRANCE (VPN#7296-F),,A50-A-239,100,100,MC-PW,CURRENT,7.24210526,724.211,PW,Inventory Item
33733,FRAG : 40627,FIREFLY REED DIFFUSER BASE (VPN#257214),,A40-A-209,455,455,MC-PW,CURRENT,3.31696165,1509.218,PW,Inventory Item
33733,FRAG : 40627,FIREFLY REED DIFFUSER BASE (VPN#257214),,A50-A-199,105,105,MC-PW,CURRENT,3.31696165,348.281,PW,Inventory Item
33733,FRAG : 40627,FIREFLY REED DIFFUSER BASE (VPN#257214),,WIP-PW-MC,118,118,MC-PW,CURRENT,3.31696165,391.401,PW,Inventory Item
33853,FRAG : 40628,FIREFLY STONE FRUIT AND WOODS FRAGRANCE,,WIP-PW-MC,20.3,20.3,MC-PW,CURRENT,10.95024631,222.29,PW,Inventory Item
33854,FRAG : 40629,FIREFLY RITZ CARLTON FRAGRANCE (VPN#257245),,WIP-PW-MC,94.3,94.3,MC-PW,CURRENT,17.71155885,1670.20,PW,Inventory Item
33855,FRAG : 40630,FIREFLY VOLCANO FRAGRANCE (VPN#253115),,WIP-PW-MC,89.7,89.7,MC-PW,CURRENT,7.00914158,628.72,PW,Inventory Item
33856,FRAG : 40631,FIREFLY DAVIDS ARM FRAGRANCE,,WIP-PW-MC,12.3,12.3,MC-PW,CURRENT,13.10731707,161.22,PW,Inventory Item
33858,FRAG : 40632,FIREFLY BUTTER FRAGRANCE (VPN263399),,WIP-PW-MC,21.3,21.3,MC-PW,CURRENT,9.23849765,196.78,PW,Inventory Item
33859,FRAG : 40633,FIREFLY MAISON LOUIS FRAGRANCE,,WIP-PW-MC,2.3,2.3,MC-PW,CURRENT,10.95217391,25.19,PW,Inventory Item
33860,FRAG : 40634,FIREFLY SANTAL TYPE 33 FRAGRANCE (VPN#251327),,A40-A-204,93,93,MC-PW,CURRENT,11.47654762,1067.319,PW,Inventory Item
33860,FRAG : 40634,FIREFLY SANTAL TYPE 33 FRAGRANCE (VPN#251327),,A40-A-210,75,75,MC-PW,CURRENT,11.47654762,860.741,PW,Inventory Item
33863,FRAG : 40635,FIREFLY SWEET GRACE FRAGRANCE,,WIP-PW-MC,10.3,10.3,MC-PW,CURRENT,11.35145631,116.92,PW,Inventory Item
33865,FRAG : 40636,FIREFLY FIG HENRI FRAGRANCE,,WIP-PW-MC,8.3,8.3,MC-PW,CURRENT,10.95060241,90.89,PW,Inventory Item
33866,FRAG : 40637,FIREFLY VANILLA BEAN FRAGRANCE (VPN#252447),,WIP-PW-MC,36.2586,36.2586,MC-PW,CURRENT,7.95590563,288.47,PW,Inventory Item
33867,FRAG : 40638,FIREFLY SANTA TYPE 26 FRAGRANCE,,WIP-PW-MC,4.3,4.3,MC-PW,CURRENT,10.95116279,47.09,PW,Inventory Item
33868,FRAG : 40639,FIREFLY GINGER LILY FRAGRANCE,,WIP-PW-MC,20.5,20.5,MC-PW,CURRENT,10.9502439,224.48,PW,Inventory Item
33869,FRAG : 40640,FIREFLY PIE CRUST FRAGRANCE,,WIP-PW-MC,7.3,7.3,MC-PW,CURRENT,10.95068493,79.94,PW,Inventory Item
33870,FRAG : 40641,FIREFLY SAVANNAH FRAGRANCE (VPN#251111),,WIP-PW-MC,11.3,11.3,MC-PW,CURRENT,10.95044248,123.74,PW,Inventory Item
34484,FRAG : 40645,FF CUSTOM RITZ CARLTON FRAGRANCE (VPN# 257245),,WIP-PW-MC,23,23,MC-PW,CURRENT,19.81217391,455.68,PW,Inventory Item
34493,FRAG : 40646,FF CUSTOM BONFIRE/LEATHER/TOBACCO FRAGRANCE (VPN#257245),,WIP-PW-MC,20,20,MC-PW,CUSTOM FIREFLY,19.8125,396.25,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A20-A-220,21,21,MC-PW,PADDYWAX FALL 2020,12.88823782,270.653,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A20-A-232,65,65,MC-PW,PADDYWAX FALL 2020,12.88823782,837.735,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A30-A-213,300,300,MC-PW,PADDYWAX FALL 2020,12.88823782,3866.471,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A30-A-215,100,100,MC-PW,PADDYWAX FALL 2020,12.88823782,1288.824,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A30-A-222,50,50,MC-PW,PADDYWAX FALL 2020,12.88823782,644.412,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A30-A-229,55,55,MC-PW,PADDYWAX FALL 2020,12.88823782,708.853,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A40-A-199,100,100,MC-PW,PADDYWAX FALL 2020,12.88823782,1288.824,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A40-A-224,38,38,MC-PW,PADDYWAX FALL 2020,12.88823782,489.753,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A40-A-227,100,100,MC-PW,PADDYWAX FALL 2020,12.88823782,1288.824,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A40-A-239,400,400,MC-PW,PADDYWAX FALL 2020,12.88823782,5155.295,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,A50-A-203,374.2,374.2,MC-PW,PADDYWAX FALL 2020,12.88823782,4822.779,PW,Inventory Item
34597,FRAG : 40647,AGILEX CYPRESS & FIR FRAGRANCE (VPN#5342234),,WIP-PW-MC,30,30,MC-PW,PADDYWAX FALL 2020,12.88823782,386.647,PW,Inventory Item
34740,FRAG : 40648,GIVAUDAN SPANISH MOSS & MIMOSA FRAGRANCE (VPN#IGI-6098A),,A20-A-216,74,74,MC-PW,CURRENT,10.33556604,764.832,PW,Inventory Item
34740,FRAG : 40648,GIVAUDAN SPANISH MOSS & MIMOSA FRAGRANCE (VPN#IGI-6098A),,A40-A-230,150,150,MC-PW,CURRENT,10.33556604,1550.335,PW,Inventory Item
34740,FRAG : 40648,GIVAUDAN SPANISH MOSS & MIMOSA FRAGRANCE (VPN#IGI-6098A),,A40-A-240,200,200,MC-PW,CURRENT,10.33556604,2067.113,PW,Inventory Item
35063,FRAG : 40649,FF CUSTOM SANTAL 26 FRAGRANCE (VPN#255606),,WIP-PW-MC,4,4,MC-PW,CUSTOM FIREFLY,25.9475,103.79,PW,Inventory Item
35090,FRAG : 40650,AGILEX PRE-MIX CYPRESS & FIR RTU(VPN#5337447),,WIP-PW-MC,15,15,MC-PW,PADDYWAX FALL 2020,7.266,108.99,PW,Inventory Item
35534,FRAG : 40652,FIREFLY HOLIDAY FROZEN CYPRESS FRAGRANCE (VPN#266106),,A40-A-206,54,54,MC-PW,CURRENT,9.15,494.10,PW,Inventory Item
35535,FRAG : 40653,FIREFLY HOLIDAY TONKA & CINNAMON FRAGRANCE (VPN#266105),,A30-A-205,32,32,MC-PW,CURRENT,8.80,281.60,PW,Inventory Item
35535,FRAG : 40653,FIREFLY HOLIDAY TONKA & CINNAMON FRAGRANCE (VPN#266105),,A40-A-210,100,100,MC-PW,CURRENT,8.80,880.00,PW,Inventory Item
36835,FRAG : 40687,GIVAUDAN ALTAR'D STATE VANILLA GLACE (VP# UAJ00594/00),,WIP-PW-MC,21,21,MC-PW,CUSTOM ITEM 2020 ALTAR'D STATE,7.56,158.76,PW,Inventory Item
37245,FRAG : 40688,FIREFLY KEEPSAKE TEA TREE ROSE FRAGRANCE (VPN#267070),,A50-A-235,150,150,MC-PW,CURRENT,7.50,1125.00,PW,Inventory Item
37246,FRAG : 40689,FIREFLY KEEPSAKE AMBER WOODS FRAGRANCE (VPN#267045),,A50-A-201,150,150,MC-PW,CURRENT,6.95,1042.50,PW,Inventory Item
22816,FRAG : TCB40039,SYMRISE BASIL CUCUMBER FRAGRANCE (VPN#668794)TCB,647658016283,A10-B2-208,10,10,MC-PW,CURRENT  TCB,10.71533333,107.153,PW,Inventory Item
22816,FRAG : TCB40039,SYMRISE BASIL CUCUMBER FRAGRANCE (VPN#668794)TCB,647658016283,TCB-A-171,50,50,MC-PW,CURRENT  TCB,10.71533333,535.767,PW,Inventory Item
22817,FRAG : TCB40040,SYMRISE BORDBORDEAUX FIG & VETIVER FRAGRANCE (VPN#668350)TCB,647658016290,TCB-C-181,25,25,MC-PW,CURRENT  TCB,9.7848,244.62,PW,Inventory Item
22819,FRAG : TCB40042,SYMRISE VERBENA & LEMONGRASS FRAGRANCE (VPN#668480)TCB,647658016313,TCB-A-165,50,50,MC-PW,CURRENT  TCB,11.79346667,589.673,PW,Inventory Item
22819,FRAG : TCB40042,SYMRISE VERBENA & LEMONGRASS FRAGRANCE (VPN#668480)TCB,647658016313,WIP-PW-MC,25,25,MC-PW,CURRENT  TCB,11.79346667,294.837,PW,Inventory Item
22820,FRAG : TCB40053,SYMRISE TUSCANY/THYME & OLIVE LEAF/WILDE FRAGRANCE (VPN#6686,647658016320,TCB-A-183,50,50,MC-PW,CURRENT  TCB,15.0998,754.99,PW,Inventory Item
22822,FRAG : TCB40160,SYMRISE CHAMOMILE & FIG FRAGRANCE (VPN#668674)TCB,647658016344,TCB-C-165,60,60,MC-PW,CURRENT  TCB,12.38733333,743.24,PW,Inventory Item
22823,FRAG : TCB40163,SYMRISE VERBENA & EUCALYPTUS FRAGRANCE (VPN#668416)TCB,647658016351,TCB-B-163,75,75,MC-PW,CURRENT  TCB,13.94626667,1045.97,PW,Inventory Item
22824,FRAG : TCB40257,AGILEX SMOKED BIRCH - STEINBECK FRAGRANCE (VPN#5212716)TCB,647658016368,TCB-C-179,40,40,MC-PW,CURRENT  TCB,13.07275,522.91,PW,Inventory Item
22825,FRAG : TCB40297,SYMRISE BERGAMOT & MAHOGANY FRAGRANCE (VPN#434975)TCB,647658016375,WIP-PW-MC,50,50,MC-PW,CURRENT  TCB,12.9368,646.84,PW,Inventory Item
22826,FRAG : TCB40335,SYMRISE BLUE CORAL & DRIFTWOOD FRAGRANCE (VPN#730723)TCB,647658016382,TCB-A-167,75,75,MC-PW,CURRENT  TCB,15.63546667,1172.66,PW,Inventory Item
22827,FRAG : TCB40338,SYMRISE ROSE GERANIUM & CEDAR LEAF FRAGRANCE (VPN#724012)TCB,647658016399,TCB-A-173,75,75,MC-PW,CURRENT  TCB,19.06546667,1429.91,PW,Inventory Item
22828,FRAG : TCB40400,SYMRISE WILD FIG & CEDAR FRAGRANCE (VPN#747532)TCB,647658016405,TCB-B-167,25,25,MC-PW,CURRENT  TCB,12.8752,321.88,PW,Inventory Item
22830,FRAG : TCB40403,SYMRISE LEATHER & SMOKE FRAGRANCE (VPN#747179)TCB,647658016429,TCB-B-185,75,75,MC-PW,CURRENT  TCB,13.81226667,1035.92,PW,Inventory Item
22831,FRAG : TCB40404,SYMRISE REDWOOD & AMBER FRAGRANCE (VPN#747174)TCB,647658016436,TCB-A-175,75,75,MC-PW,CURRENT  TCB,12.39093333,929.32,PW,Inventory Item
22832,FRAG : TCB40406,SYMRISE EVERGREEN & EMBERS FRAGRANCE (VPN#751248)TCB,647658016443,TCB-B-169,10,10,MC-PW,CURRENT  TCB,13.619,136.19,PW,Inventory Item
22833,FRAG : TCB40407,SYMRISE WHITE WOODS & MINT FRAGRANCE (VPN#751234)TCB,647658016450,TCB-D-175,25,25,MC-PW,CURRENT  TCB,13.4724,336.81,PW,Inventory Item
22834,FRAG : TCB40420,AGILEX WILDFLOWERS & BIRCH/ROSEWATER COCONUT FRAGRANCE (VPN#,647658016467,TCB-B-163,20,20,MC-PW,CURRENT  TCB,13.4055,268.11,PW,Inventory Item
22835,FRAG : TCB40422,SYMRISE PINK PEPPER & GRAPEFRUIT FRAGRANCE (VPN#772280)TCB,647658016474,A30-A-238,10,10,MC-PW,CURRENT  TCB,11.141,111.41,PW,Inventory Item
22836,FRAG : TCB40423,CUSTOM ESSENCE AMBER & SMOKE/WINTER FRAGRANCE (VPN#CE-177280,647658016481,TCB-A-181,28,28,MC-PW,CURRENT  TCB,9.62,269.36,PW,Inventory Item
22837,FRAG : TCB40424,SYMRISE VETIVER & CARDAMOM FRAGRANCE (VPN#773943) REPLACES 4,647658016498,PRP-A-001,50,50,MC-PW,CURRENT  TCB,11.8554,592.77,PW,Inventory Item
22839,FRAG : TCB40426,CUSTOM ESSENCE ORANGE ZEST & BERGAMOT FRAGRANCE (VPN#CE-1772,647658016511,TCB-C-175,14,14,MC-PW,CURRENT  TCB,10.40,145.60,PW,Inventory Item
22840,FRAG : TCB40429,SYMRISE VANILLA & OAKMOSS FRAGRANCE (VPN#775328) OLD PN#4013,647658016528,TCB-C-163,75,75,MC-PW,CURRENT  TCB,11.33,849.75,PW,Inventory Item
22843,FRAG : TCB40431,CUSTOM ESSENCE MINT LEAF & CARDAMOM FRAGRANCE (CE-177044) RE,647658016535,TCB-A-179,7,7,MC-PW,CURRENT  TCB,11.44,80.08,PW,Inventory Item
22845,FRAG : TCB40433,CUSTOM ESSENCE ROSEMARY & SEA SALT FRAGRANCE (VPN#CE-177039),647658016559,TCB-C-185,14,14,MC-PW,CURRENT  TCB,12.36,173.04,PW,Inventory Item
22847,FRAG : TCB40435,SYMRISE BLACK COCONUT & AMBER FRAGRANCE (VPN#777908) REPLACE,647658016573,TCB-A-169,25,25,MC-PW,CURRENT  TCB,11.85546667,296.387,PW,Inventory Item
22847,FRAG : TCB40435,SYMRISE BLACK COCONUT & AMBER FRAGRANCE (VPN#777908) REPLACE,647658016573,WIP-PW-MC,50,50,MC-PW,CURRENT  TCB,11.85546667,592.773,PW,Inventory Item
22848,FRAG : TCB40438,AGILEX BLOOD ORANGE & VETIVER FRAGRANCE (VPN#5272156) REPLAC,647658016580,TCB-B-193,20,20,MC-PW,CURRENT  TCB,12.1995,243.99,PW,Inventory Item
22849,FRAG : TCB40439,SYMRISE EMBER & RESIN FRAGRANCE (VPN#776612)TCB,647658016597,TCB-B-181,50,50,MC-PW,CURRENT  TCB,11.6184,580.92,PW,Inventory Item
22850,FRAG : TCB40442,CUSTOM ESSENCE FRESH AIR & SEA SALT FRAGRANCE (VPN#CE-177154,647658016603,STA-A-001,7,7,MC-PW,CURRENT  TCB,10.40,72.80,PW,Inventory Item
25363,FRAG : TCB40445,AGILEX REVISED WASSAIL FRAGRANCE (VPN#5272172) TCB,647658018874,TCB-C-187,20,20,MC-PW,CURRENT  TCB,12.0955,241.91,PW,Inventory Item
22851,FRAG : TCB40446,CUSTOM ESSENCE BLACK PLUM PERSIMMON / TOLSTOY FRAGRANCE (VPN,647658016610,TCB-C-171,28,28,MC-PW,CURRENT  TCB,10.35714286,290.00,PW,Inventory Item
22852,FRAG : TCB40448,SYMRISE LOUNGE/POE FRAGRANCE (VPN#777905) REPLACES 40036TCB,647658016627,TCB-B-163,125,125,MC-PW,CURRENT  TCB,11.85528,1481.91,PW,Inventory Item
22870,FRAG : TCB40449,SYMRISE GARDENIA FRAGRANCE (VPN#774802) REPLACES 40049/40411,647658016634,TCB-B-175,50,50,MC-PW,CURRENT  TCB,11.8554,592.77,PW,Inventory Item
22853,FRAG : TCB40451,AGILEX LAVENDER THYME FRAGRANCE VPN#5272147) REPLACE 40116TC,647658016641,WIP-PW-MC,20,20,MC-PW,CURRENT  TCB,12.5775,251.55,PW,Inventory Item
22841,FRAG : TCB40454,SYMRISE REVISED BALSAM & FIR RELISH FRAGRANCE (VPN#773675) R,647658016658,TCB-B-171,125,125,MC-PW,CURRENT  TCB,10.61110769,1326.388,PW,Inventory Item
22841,FRAG : TCB40454,SYMRISE REVISED BALSAM & FIR RELISH FRAGRANCE (VPN#773675) R,647658016658,TCB-B-173,200,200,MC-PW,CURRENT  TCB,10.61110769,2122.222,PW,Inventory Item
25364,FRAG : TCB40458,SYMRISE CARAMEL PUMPKIN LATTE FRAGRANCE (VPN#796516),647658018881,TCB-C-167,10,10,MC-PW,CURRENT  TCB,11.578,115.78,PW,Inventory Item
22855,FRAG : TCB40461,SYMRISE GINGER & TAMBOTI WOOD - COTTON & TEAK FRAGRANCE (VPN#796657)TCB,647658016672,WIP-PW-MC,50,50,MC-PW,CURRENT  TCB,12.7206,636.03,PW,Inventory Item
22856,FRAG : TCB40465,SYMRISE TOBACCO & MOSS/TOBACCO & EARTH FRAGRANCE (VPN#784516,647658016689,TCB-B-183,100,100,MC-PW,CURRENT  TCB,12.1424,1214.24,PW,Inventory Item
22842,FRAG : TCB40477,AGILEX SALTED GRAPEFRUIT FRAGRANCE (VPN#5293363),647658016696,STA-A-001,30,30,MC-PW,CURRENT  TCB,15.57933333,467.38,PW,Inventory Item
25440,FRAG : TCB40513,CUSTOM ESSENCE WOODFIRE FRAGRANCE (VPN#CE-197741) REPLACE PN,647658016504,A10-C-228,7,7,MC-PW,CURRENT  TCB,10.11428571,70.80,PW,Inventory Item
27655,FRAG : TCB40516,SYMRISE BAMBOO & GREEN TEA/CLOVER FRAGRANCE (VPN#214723)  (R,647658020075,WIP-PW-MC,25,25,MC-PW,CURRENT  TCB,11.33,283.25,PW,Inventory Item
27699,FRAG : TCB40517,SYMRISE POMEGRANATE & CURRANT FRAGRANCE (VPN#214709) (REPLAC,647658020082,TCB-B-187,25,25,MC-PW,CURRENT  TCB,12.8748,321.87,PW,Inventory Item
27700,FRAG : TCB40518,SYMRISE OCEAN TIDE & SEA SALT FRAGRANCE (VPN#214673) (REPLAC,647658020099,TCB-A-191,25,25,MC-PW,CURRENT  TCB,11.0724,276.81,PW,Inventory Item
14763,FRAG-ONV : 24013,CO Extract Blend N24795-WS,,Production-ProSkin,23.00456,23.00456,Pro Skin Solutions ONV,Current,45.16523994,1039.006,ONV,Inventory Item
14862,FRAG-ONV : 24015,CO Yerba Mate Extract N25935-WS,,Production-ProSkin,23.00456,23.00456,Pro Skin Solutions ONV,Current,24.99982612,575.11,ONV,Inventory Item
13698,FRAG-ONV : 40080,GINGER BEER Fragrance- 172156  (For Candle / Soap),,Production-ProSkin,80.72,80.72,Pro Skin Solutions ONV,Current,45.9420218,3708.44,ONV,Inventory Item
13699,FRAG-ONV : 40081,TABAC BOURBON MOD C (NF) - 172450,,Production-SunDeep,24.514,24.514,Sun Deep Cosmetics,Current,31.3733398,769.086,ONV,Inventory Item
14762,FRAG-ONV : 40084,Tabac Bourbon CE-174361,,Production-ProSkin,166.70424,166.70424,Pro Skin Solutions ONV,Current,31.13353271,5190.092,ONV,Inventory Item
14762,FRAG-ONV : 40084,Tabac Bourbon CE-174361,,Production-SunDeep,84.45,84.45,Sun Deep Cosmetics,Current,31.13353271,2629.227,ONV,Inventory Item
14938,FRAG-ONV : 40085,Juniper Citrus Strength Mod (NF),,Production-ProSkin,60.904,60.904,Pro Skin Solutions ONV,Current,28.809602,1754.62,ONV,Inventory Item
15931,FRAG-ONV : 40086,"Concentrated Bourbon Cedar Fragrance (For scrub, conditioner",,Production-ProSkin,31.64016,31.64016,Pro Skin Solutions ONV,Current,58.83204513,1861.455,ONV,Inventory Item
15931,FRAG-ONV : 40086,"Concentrated Bourbon Cedar Fragrance (For scrub, conditioner",,Production-SunDeep,18.233,18.233,Sun Deep Cosmetics,Current,58.83204513,1072.685,ONV,Inventory Item
18514,FRAG-ONV : 40090,CE-185728 GINGER BEER,,Production-SunDeep,50.11,50.11,Sun Deep Cosmetics,Current,47.36998603,2373.71,ONV,Inventory Item
25404,FRAG-ONV : 40091,Black Oak Fragrance CE-203351,,Production-ProSkin,91.8052,91.8052,Pro Skin Solutions ONV,Current,34.58093877,3174.71,ONV,Inventory Item
27574,FRAG-ONV : 40093,Juniper Tonic Twist TEC CE-203793,,Production-SunDeep,.3275,.3275,Sun Deep Cosmetics,Current,35.78625954,11.72,ONV,Inventory Item
27694,FRAG-ONV : 40094,"Juniper Tonic Twist TEC CE-203794 (Wash, Cologne, Gel)",,Production-ProSkin,26.382,26.382,Pro Skin Solutions ONV,Current,33.46373283,882.84,ONV,Inventory Item
27695,FRAG-ONV : 40096,Mountain Sage (Juniper Tonic Twist Synthetic) VPN#CE-208357) Shampoo,,Production-SunDeep,114.87125,114.87125,Sun Deep Cosmetics,Current,14.86969107,1708.10,ONV,Inventory Item
1071,G4T66,CLASSIC GLASS CANDLE 6.5 OZ. CUCUMBER GRAPEFRUIT TESTER,647658114156,PRODUCTION,34,34,Fidelitone PADDYWAX,INACTIVE,2.24,76.16,PW,Assembly/Bill of Materials
22690,GB0001,THE CANDLE BAR GIFT BAG - LARGE,812442028654,A40-D-008,3024,3024,MC-INK,Current,.72975463,2206.778,INK,Inventory Item
22690,GB0001,THE CANDLE BAR GIFT BAG - LARGE,812442028654,A50-D-065,3456,3456,MC-INK,Current,.72975463,2522.032,INK,Inventory Item
2401,GC07,GARDEN CRUSH WINTER 6.5 OZ.  AMARYLLIS,647658383002,PRODUCTION,251,251,Fidelitone PADDYWAX,INACTIVE,2.65625498,666.72,PW,Assembly/Bill of Materials
3062,GCP2,GARDEN CRUSH CANDLE STARTER PACK (4 EACH OF ALL 6 FRAGRANCES,647658009308,A30-B-099,8,8,MC-PW,INACTIVE,100.79181818,806.335,PW,Assembly/Bill of Materials
3062,GCP2,GARDEN CRUSH CANDLE STARTER PACK (4 EACH OF ALL 6 FRAGRANCES,647658009308,A70-D-131,36,36,MC-PW,INACTIVE,100.79181818,3628.505,PW,Assembly/Bill of Materials
15626,GE0601,GEOMETRY TERRACOTTA OMBRE 6.5 OZ. SMALL GEOMETRIC GLASS POME,647658115467,PRODUCTION,88,88,Fidelitone PADDYWAX,INACTIVE,3.32,292.16,PW,Assembly/Bill of Materials
15627,GE0602,GEOMETRY GREY OMBRE 6.5 OZ. SMALL GEOMETRIC GLASS EUCALYPTUS,647658115498,PRODUCTION,88,88,Fidelitone PADDYWAX,INACTIVE,3.42,300.96,PW,Assembly/Bill of Materials
15627,GE0602,GEOMETRY GREY OMBRE 6.5 OZ. SMALL GEOMETRIC GLASS EUCALYPTUS,647658115498,PRODUCTION-PW-WEB,3,3,Ship Fusion PW,INACTIVE,3.42,10.26,PW,Assembly/Bill of Materials
15629,GE0604,GEOMETRY CITRON OMBRE 6.5 OZ. SMALL GEOMETRIC GLASS LEMONGRA,647658115818,PRODUCTION,88,88,Fidelitone PADDYWAX,INACTIVE,3.21,282.48,PW,Assembly/Bill of Materials
