,Internal ID,Item Name,UPC Code,Bin Number,Bin OnHand,Bin Available,Bin Location,Item Status,Average Cost,Average Cost Per Bin,Subsidiary,Item Type,Inactive
4095,7437,GL11Z,647658002101,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.37445274,0.0,PW,Assembly/Bill of Materials,No
186,15015,AL0903Z,647658005676,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.1900128,0.0,PW,Assembly/Bill of Materials,No
4080,7435,GL08Z,647658111889,OB-STG001,5.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.40516874,0.0,PW,Assembly/Bill of Materials,No
13692,36977,WPKS13003,647658033792,OB-STG001,32.0,0.0,MC-PW,FIREFLY SPRING 2021,5.26388927,0.0,PW,Assembly/Bill of Materials,No
4063,29293,GL05Z,647658365008,OB-STG001,24.0,0.0,MC-PW,WEB/AMAZON ,4.33080677,0.0,PW,Assembly/Bill of Materials,No
4062,29293,GL05Z,647658365008,OB-STG001,3.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.33080677,0.0,PW,Assembly/Bill of Materials,No
13686,36969,WPKS13002,647658033785,OB-STG001,20.0,0.0,MC-PW,FIREFLY SPRING 2021,5.20460239,0.0,PW,Assembly/Bill of Materials,No
13698,36979,WPKS13004,647658033808,OB-STG001,12.0,0.0,MC-PW,FIREFLY SPRING 2021,5.29743842,0.0,PW,Assembly/Bill of Materials,No
4054,7422,GL02Z,647658333007,OB-STG001,10.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.70709753,0.0,PW,Assembly/Bill of Materials,No
4017,32168,GF7321,817636018879,OB-STG001,216.0,0.0,MC-ONV,Current,0.61298611,0.0,ONV,Inventory Item,No
4015,32171,GF6621,817636018855,OB-STG001,1050.0,0.0,MC-ONV,Current,2.06893435,0.0,ONV,Assembly/Bill of Materials,No
3980,32177,GF5621,817636018862,OB-STG001,1464.0,0.0,MC-ONV,Current,1.57181341,0.0,ONV,Assembly/Bill of Materials,No
179,29287,AL0901Z,647658005652,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.04566667,0.0,PW,Assembly/Bill of Materials,No
13865,35306,WPSC10003T,647658027739,OB-STG001,1.0,0.0,MC-PW,FIREFLY FALL 2020,5.62987654,0.0,PW,Assembly/Bill of Materials,No
2740,7369,EG01Z,647658998565,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON DISCONTINUED,4.99133999,0.0,PW,Assembly/Bill of Materials,No
3962,32183,GF5121,817636019241,OB-STG001,5112.0,0.0,MC-ONV,Current,0.96715886,0.0,ONV,Inventory Item,No
4019,32169,GF7322,817636018886,OB-STG001,360.0,0.0,MC-ONV,Current,0.61287112,0.0,ONV,Inventory Item,No
13733,37196,WPOC06001,647658033822,OB-STG001,32.0,0.0,MC-PW,FIREFLY SPRING 2021,3.57901226,0.0,PW,Assembly/Bill of Materials,No
13871,34619,WPSC10004,647658027036,OB-STG001,8.0,0.0,MC-PW,FIREFLY FALL 2020,4.48957917,0.0,PW,Assembly/Bill of Materials,No
13873,35307,WPSC10004T,647658027746,OB-STG001,2.0,0.0,MC-PW,FIREFLY FALL 2020,5.0815,0.0,PW,Assembly/Bill of Materials,No
5241,33659,IM0501Z,647658021027,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.21194194,0.0,PW,Assembly/Bill of Materials,No
5224,15004,HY1505Z,647658009209,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.63421488,0.0,PW,Assembly/Bill of Materials,No
5213,15003,HY1504Z,647658009193,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.78501922,0.0,PW,Assembly/Bill of Materials,No
2163,29515,CERAMIC : TCB36400,,OB-STG001,72.0,36.0,MC-PW,CURRENT  TCB,1.25180556,45.065,PW,Inventory Item,No
5199,29295,HY1503Z,647658009186,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.6383125,0.0,PW,Assembly/Bill of Materials,No
5193,15001,HY1502Z,647658009179,OB-STG001,6.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.62423077,0.0,PW,Assembly/Bill of Materials,No
2162,29517,CERAMIC : TCB36396,,OB-STG001,24.0,0.0,MC-PW,CURRENT  TCB,1.41057099,0.0,PW,Inventory Item,No
5157,27723,GLW1708Z,647658119618,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,6.06089552,0.0,PW,Assembly/Bill of Materials,No
8955,14358,ML7326,817636016479,OB-STG001,1.0,0.0,B2C Warehouse ONV,Current,0.4089184,0.0,ONV,Assembly/Bill of Materials,No
10428,33540,PT1201Z,647658020655,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,6.331029900000001,0.0,PW,Assembly/Bill of Materials,No
13891,35309,WPSC10006T,647658027760,OB-STG001,2.0,0.0,MC-PW,FIREFLY FALL 2020,4.81692308,0.0,PW,Assembly/Bill of Materials,No
13888,34621,WPSC10006,647658027050,OB-STG001,12.0,0.0,MC-PW,FIREFLY FALL 2020,4.40875143,0.0,PW,Assembly/Bill of Materials,No
199,27657,AL0907Z,647658115726,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.91897778,0.0,PW,Assembly/Bill of Materials,No
13882,35308,WPSC10005T,647658027753,OB-STG001,1.0,0.0,MC-PW,FIREFLY FALL 2020,4.38635294,0.0,PW,Assembly/Bill of Materials,No
13879,34620,WPSC10005,647658027043,OB-STG001,12.0,0.0,MC-PW,FIREFLY FALL 2020,4.25143713,0.0,PW,Assembly/Bill of Materials,No
192,29290,AL0905Z,647658005690,OB-STG001,12.0,0.0,MC-PW,WEB/AMAZON ,5.39144231,0.0,PW,Assembly/Bill of Materials,No
13741,37197,WPOC06002,647658033839,OB-STG001,52.0,0.0,MC-PW,FIREFLY SPRING 2021,3.8291134,0.0,PW,Assembly/Bill of Materials,No
5253,33656,IM0504Z,647658021058,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.42418605,0.0,PW,Assembly/Bill of Materials,No
9574,31497,NFD1510,647658024868,OB-STG001,4.0,0.0,MC-PW,CUSTOM ITEM MEIJER,4.053775,0.0,PW,Assembly/Bill of Materials,No
8431,35165,LL0805Z,647658023564,OB-STG001,12.0,0.0,MC-PW,WEB/AMAZON ,4.51171076,0.0,PW,Assembly/Bill of Materials,No
12210,35767,VS1006Z,647658026329,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.40818653,0.0,PW,Assembly/Bill of Materials,No
11097,35046,SP1113,647658027289,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,1.89001784,7.56,PW,Inventory Item,No
11108,35802,SP1114Z,647658027296,OB-STG001,4.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.72597753,0.0,PW,Assembly/Bill of Materials,No
8833,35012,ML6124,817636018466,OB-STG001,3.0,0.0,B2C Warehouse ONV,Current,2.96615385,0.0,ONV,Assembly/Bill of Materials,No
12279,33673,WA1201Z,647658020693,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.55043478,0.0,PW,Assembly/Bill of Materials,No
8830,15993,ML5925,817636017544,OB-STG001,1.0,0.0,B2C Warehouse ONV,Current,3.67753086,0.0,ONV,Assembly/Bill of Materials,No
459,14058,BH1207Z,647658006697,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.88688213,0.0,PW,Assembly/Bill of Materials,No
8827,22944,ML5625,817636018336,OB-STG001,1.0,0.0,B2C Warehouse ONV,Current,1.62711689,0.0,ONV,Assembly/Bill of Materials,No
12207,34591,VS1006,647658026329,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.56653114,18.266,PW,Assembly/Bill of Materials,No
12202,35766,VS1005Z,647658026312,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.20763411,0.0,PW,Assembly/Bill of Materials,No
12196,34590,VS1005,647658026312,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.44236842,17.769000000000002,PW,Assembly/Bill of Materials,No
12194,35764,VS1004Z,647658026305,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.42338028,0.0,PW,Assembly/Bill of Materials,No
12186,34588,VS1004,647658026305,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.84872483,19.395,PW,Assembly/Bill of Materials,No
8807,36372,ML5436,817636019371,OB-STG001,4.0,0.0,MC-ONV,CURRENT,1.79340987,0.0,ONV,Inventory Item,No
11121,31089,SSH-1007,840111501757,OB-STG001,9.0,9.0,MC-INK,DWI SPRING 2020,3.23891608,29.15,INK,Inventory Item,No
12184,35760,VS1003Z,647658026299,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.2553871,0.0,PW,Assembly/Bill of Materials,No
11134,21944,ST0701,647658014128,OB-STG001,100.0,100.0,MC-PW,DISCONTINUED 12/20/2020,4.20020942,420.02099999999996,PW,Assembly/Bill of Materials,No
381,25348,BDHC05,647658017204,OB-STG001,3.0,0.0,B2C Warehouse PW,CURRENT,3.94777706,0.0,PW,Assembly/Bill of Materials,No
8449,34720,LL1303,647658025322,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.8686123,19.474,PW,Assembly/Bill of Materials,No
11232,23100,TCB36151,647658015750,OB-STG001,24.0,24.0,MC-PW,CURRENT  TCB,1.37051852,32.891999999999996,PW,Assembly/Bill of Materials,No
11229,23101,TCB36149,647658015767,OB-STG001,24.0,0.0,MC-PW,CURRENT  TCB,1.566875,0.0,PW,Assembly/Bill of Materials,No
11227,23099,TCB36148,647658015743,OB-STG001,48.0,0.0,MC-PW,CURRENT  TCB,1.326875,0.0,PW,Assembly/Bill of Materials,No
11225,23112,TCB36146,647658015880,OB-STG001,32.0,0.0,MC-PW,CURRENT  TCB,0.80515625,0.0,PW,Assembly/Bill of Materials,No
8467,34723,LL1306,647658025353,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.63736268,18.549,PW,Assembly/Bill of Materials,No
8455,34721,LL1304,647658025339,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.60929264,18.437,PW,Assembly/Bill of Materials,No
11218,23117,TCB36135,647658015934,OB-STG001,128.0,0.0,MC-PW,DISCONTINUED TCB,0.7859811,0.0,PW,Assembly/Bill of Materials,No
440,7364,BH1201Z,647658389172,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.61402542,0.0,PW,Assembly/Bill of Materials,No
8795,36388,ML5434,817636019388,OB-STG001,4.0,0.0,MC-ONV,CURRENT,1.79109118,0.0,ONV,Inventory Item,No
12170,34578,VS1001,647658026275,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.81902778,19.276,PW,Assembly/Bill of Materials,No
12173,34585,VS1002,647658026282,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.72491667,18.9,PW,Assembly/Bill of Materials,No
12178,34586,VS1003,647658026299,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.58721206,18.349,PW,Assembly/Bill of Materials,No
8802,36389,ML5435,817636019395,OB-STG001,4.0,0.0,MC-ONV,CURRENT,1.8071085999999998,0.0,ONV,Inventory Item,No
11212,23118,TCB36133,647658015941,OB-STG001,32.0,0.0,MC-PW,CURRENT  TCB,0.71765086,0.0,PW,Assembly/Bill of Materials,No
11247,23094,TCB36216,647658015699,OB-STG001,48.0,24.0,MC-PW,CURRENT  TCB,1.82312419,43.755,PW,Assembly/Bill of Materials,No
10796,7471,RJ810Z,647658388984,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.60628319,0.0,PW,Assembly/Bill of Materials,No
11088,35044,SP1111,647658027265,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,1.89001647,7.56,PW,Inventory Item,No
8471,35791,LL1306Z,647658025353,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.42369369,0.0,PW,Assembly/Bill of Materials,No
10830,27767,RJ815Z,647658014593,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.51133333,0.0,PW,Assembly/Bill of Materials,No
10849,27770,RJFD10Z,647658389011,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON DISCONTINUED,8.06696629,0.0,PW,Assembly/Bill of Materials,No
8488,35453,LP0902Z,647658022918,OB-STG001,4.0,0.0,B2C Warehouse PW,WEB/AMAZON ,6.24836233,0.0,PW,Assembly/Bill of Materials,No
8498,35454,LP0903Z,647658022925,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,6.73404448,0.0,PW,Assembly/Bill of Materials,No
8867,14353,ML6625,817636016448,OB-STG001,6.0,0.0,MC-ONV,Current,2.39231839,0.0,ONV,Assembly/Bill of Materials,No
8866,14353,ML6625,817636016448,OB-STG001,1.0,0.0,B2C Warehouse ONV,Current,2.39231839,0.0,ONV,Assembly/Bill of Materials,No
12299,33669,WA1205Z,647658020730,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,3.84560538,0.0,PW,Assembly/Bill of Materials,No
12294,33670,WA1204Z,647658020723,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.37080103,0.0,PW,Assembly/Bill of Materials,No
8854,14350,ML6525,817636016431,OB-STG001,4.0,0.0,MC-ONV,Current,3.4865373999999996,0.0,ONV,Assembly/Bill of Materials,No
8508,35455,LP0904Z,647658022932,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,6.69788158,0.0,PW,Assembly/Bill of Materials,No
372,25338,BDHC01,647658017167,OB-STG001,4.0,0.0,B2C Warehouse PW,CURRENT,3.17685726,0.0,PW,Assembly/Bill of Materials,No
8515,35456,LP0905Z,647658022949,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON ,6.91661169,0.0,PW,Assembly/Bill of Materials,No
11029,35170,SP1103Z,647658023038,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.42223671,0.0,PW,Assembly/Bill of Materials,No
11040,35171,SP1104Z,647658023045,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.57347382,0.0,PW,Assembly/Bill of Materials,No
11064,35174,SP1107Z,647658023076,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.47280519,0.0,PW,Assembly/Bill of Materials,No
11076,35175,SP1108Z,647658023083,OB-STG001,12.0,0.0,MC-PW,WEB/AMAZON ,4.54142198,0.0,PW,Assembly/Bill of Materials,No
378,29284,BDHC04Z,647658017198,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,2.94329897,0.0,PW,Assembly/Bill of Materials,No
8838,14363,ML6125,817636016523,OB-STG001,4.0,0.0,B2C Warehouse ONV,Current,6.83063361,0.0,ONV,Assembly/Bill of Materials,No
11079,35041,SP1109,647658025421,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,2.11305735,8.452,PW,Inventory Item,No
375,25344,BDHC03,647658017181,OB-STG001,1.0,0.0,B2C Warehouse PW,CURRENT,3.46573846,0.0,PW,Assembly/Bill of Materials,No
8895,28778,ML6726,817636018558,OB-STG001,8.0,0.0,MC-ONV,Current,2.80879546,0.0,ONV,Assembly/Bill of Materials,No
8538,34531,MA1104,647658026268,OB-STG001,1.0,1.0,MC-PW,PADDYWAX FALL 2020,14.84,14.84,PW,Assembly/Bill of Materials,No
8458,35789,LL1304Z,647658025339,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,5.26590625,0.0,PW,Assembly/Bill of Materials,No
8537,34530,MA1103,647658026251,OB-STG001,1.0,1.0,MC-PW,PADDYWAX FALL 2020,15.37076923,15.370999999999999,PW,Assembly/Bill of Materials,No
8535,34529,MA1102,647658026244,OB-STG001,1.0,1.0,MC-PW,PADDYWAX FALL 2020,14.76,14.76,PW,Assembly/Bill of Materials,No
8534,34527,MA1101,647658026237,OB-STG001,1.0,1.0,MC-PW,PADDYWAX FALL 2020,14.648,14.648,PW,Assembly/Bill of Materials,No
8847,17930,ML6215,817636018053,OB-STG001,1.0,0.0,B2C Warehouse ONV,Current,2.82598837,0.0,ONV,Assembly/Bill of Materials,No
8530,28949,LTF-1001,840111502990,OB-STG001,1.0,0.0,B2C Warehouse INK,DWI SPRING 2020,3.52223327,0.0,INK,Inventory Item,No
10800,7472,RJ811Z,647658391021,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.53352941,0.0,PW,Assembly/Bill of Materials,No
8849,22674,ML6515,817636018367,OB-STG001,1.0,0.0,B2C Warehouse ONV,Current,1.73376678,0.0,ONV,Assembly/Bill of Materials,No
8461,34722,LL1305,647658025346,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.76631292,19.065,PW,Assembly/Bill of Materials,No
8914,15651,ML6785,817636017018,OB-STG001,144.0,144.0,MC-ONV,Current,2.10377526,302.944,ONV,Assembly/Bill of Materials,No
11222,23114,TCB36137,647658015903,OB-STG001,32.0,0.0,MC-PW,CURRENT  TCB,0.74295673,0.0,PW,Assembly/Bill of Materials,No
8936,31133,ML6835,817636018725,OB-STG001,2.0,0.0,B2C Warehouse ONV,Current,3.2840592000000006,0.0,ONV,Assembly/Bill of Materials,No
11609,36199,TJD80-2020PG,840111507889,OB-STG001,264.0,102.0,MC-INK,CURRENT,1.7369261000000003,177.166,INK,Inventory Item,No
8753,14351,ML5125,817636016455,OB-STG001,448.0,120.0,MC-ONV,Current,1.29027351,154.833,ONV,Assembly/Bill of Materials,No
8752,14351,ML5125,817636016455,OB-STG001,42.0,0.0,B2C Warehouse ONV,Current,1.29027351,0.0,ONV,Assembly/Bill of Materials,No
407,31531,BDHW04,647658023830,OB-STG001,8.0,0.0,B2C Warehouse PW,CURRENT,2.24875693,0.0,PW,Assembly/Bill of Materials,No
8736,27564,ML5124,817636018442,OB-STG001,556.0,0.0,MC-ONV,Current,1.32632612,0.0,ONV,Assembly/Bill of Materials,No
8735,27564,ML5124,817636018442,OB-STG001,2.0,0.0,B2C Warehouse ONV,Current,1.32632612,0.0,ONV,Assembly/Bill of Materials,No
8729,17933,ML3265,817636018077,OB-STG001,6.0,0.0,MC-ONV,Current,2.07678253,0.0,ONV,Assembly/Bill of Materials,No
8786,14354,ML5425,817636016462,OB-STG001,20.0,0.0,MC-ONV,CURRENT,1.91819491,0.0,ONV,Assembly/Bill of Materials,No
8937,31133,ML6835,817636018725,OB-STG001,20.0,0.0,MC-ONV,Current,3.2840592000000006,0.0,ONV,Assembly/Bill of Materials,No
8728,17933,ML3265,817636018077,OB-STG001,2.0,0.0,B2C Warehouse ONV,Current,2.07678253,0.0,ONV,Assembly/Bill of Materials,No
11594,36196,TJBM86-2020PG,840111507919,OB-STG001,174.0,0.0,MC-INK,CURRENT,2.52242083,0.0,INK,Inventory Item,No
11719,36193,TJDB80-2020PG,840111507896,OB-STG001,192.0,0.0,MC-INK,CURRENT,2.79435947,0.0,INK,Inventory Item,No
11721,36145,TJDP80-2020PG,840111507902,OB-STG001,684.0,0.0,MC-INK,CURRENT,2.42050725,0.0,INK,Inventory Item,No
10772,7467,RJ804Z,647658111575,OB-STG001,252.0,0.0,MC-PW,WEB/AMAZON ,4.57963542,0.0,PW,Assembly/Bill of Materials,No
11845,36201,TMW79-100PG,840111507452,OB-STG001,176.0,0.0,MC-INK,CURRENT,1.37991667,0.0,INK,Inventory Item,No
10763,7466,RJ803Z,647658111568,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.27120915,0.0,PW,Assembly/Bill of Materials,No
8442,34719,LL1302,647658025315,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.9658647,19.863,PW,Assembly/Bill of Materials,No
11772,36148,TJL68-100PG,840111507629,OB-STG001,78.0,0.0,MC-INK,CURRENT,2.32744485,0.0,INK,Inventory Item,No
8436,34718,LL1301,647658025308,OB-STG001,4.0,4.0,MC-PW,PADDYWAX FALL 2020,4.69217901,18.769000000000002,PW,Assembly/Bill of Materials,No
8421,35163,LL0803Z,647658023540,OB-STG001,1.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.26482993,0.0,PW,Assembly/Bill of Materials,No
11798,36194,TJM892-2020PG,840111507933,OB-STG001,144.0,0.0,MC-INK,CURRENT,2.28574474,0.0,INK,Inventory Item,No
11793,36197,TJM892-1003PG,840111507636,OB-STG001,216.0,0.0,MC-INK,CURRENT,2.38438426,0.0,INK,Inventory Item,No
11897,29005,TRC1001,647658021331,OB-STG001,1.0,0.0,B2C Warehouse PW,PADDYWAX FALL 2019,1.60410019,0.0,PW,Assembly/Bill of Materials,No
11548,26281,TJB863-2019PG,812442027923,OB-STG001,42.0,0.0,MC-INK,Pending,2.47321177,0.0,INK,Inventory Item,No
8888,14374,ML6725,817636016417,OB-STG001,12.0,0.0,MC-ONV,Current,3.99581922,0.0,ONV,Assembly/Bill of Materials,No
12020,14037,UR1205Z,647658006550,OB-STG001,2.0,0.0,B2C Warehouse PW,WEB/AMAZON DISCONTINUED,5.21289617,0.0,PW,Assembly/Bill of Materials,No
11532,36147,TJB75-101PG,840111507599,OB-STG001,42.0,0.0,MC-INK,CURRENT,1.33194332,0.0,INK,Inventory Item,No
11271,23107,TCB36238,647658015835,OB-STG001,24.0,0.0,MC-PW,CURRENT  TCB,1.42997024,0.0,PW,Assembly/Bill of Materials,No
11269,23109,TCB36237,647658015859,OB-STG001,48.0,0.0,MC-PW,CURRENT  TCB,1.77061404,0.0,PW,Assembly/Bill of Materials,No
11285,23086,TCB36258,647658015644,OB-STG001,72.0,48.0,MC-PW,CURRENT  TCB,1.89466102,90.944,PW,Assembly/Bill of Materials,No
11290,23088,TCB36260,647658015651,OB-STG001,72.0,48.0,MC-PW,CURRENT  TCB,1.89393868,90.90899999999999,PW,Assembly/Bill of Materials,No
11266,23110,TCB36236,647658015866,OB-STG001,24.0,0.0,MC-PW,CURRENT  TCB,1.45568493,0.0,PW,Assembly/Bill of Materials,No
11261,23108,TCB36235,647658015842,OB-STG001,24.0,0.0,MC-PW,CURRENT  TCB,1.51,0.0,PW,Assembly/Bill of Materials,No
11282,23091,TCB36256,647658015668,OB-STG001,72.0,48.0,MC-PW,CURRENT  TCB,1.83729167,88.19,PW,Assembly/Bill of Materials,No
11301,23144,TCB36335,647658016191,OB-STG001,120.0,0.0,MC-PW,DISCONTINUED TCB,0.8339726999999999,0.0,PW,Assembly/Bill of Materials,No
11305,26804,TCB36369,647658019697,OB-STG001,24.0,0.0,MC-PW,CURRENT  TCB,1.46915404,0.0,PW,Assembly/Bill of Materials,No
11295,23135,TCB36329,647658016108,OB-STG001,24.0,24.0,MC-PW,CURRENT  TCB,1.42319209,34.157,PW,Assembly/Bill of Materials,No
8770,27573,ML5126,817636018572,OB-STG001,380.0,0.0,MC-ONV,Current,1.30619912,0.0,ONV,Assembly/Bill of Materials,No
11517,36200,TJB75-100PG,840111507582,OB-STG001,150.0,0.0,MC-INK,CURRENT,1.02974195,0.0,INK,Inventory Item,No
8769,27573,ML5126,817636018572,OB-STG001,6.0,0.0,B2C Warehouse ONV,Current,1.30619912,0.0,ONV,Assembly/Bill of Materials,No
8785,14354,ML5425,817636016462,OB-STG001,8.0,0.0,B2C Warehouse ONV,CURRENT,1.91819491,0.0,ONV,Assembly/Bill of Materials,No
11250,23093,TCB36217,647658015682,OB-STG001,72.0,0.0,MC-PW,CURRENT  TCB,1.45738636,0.0,PW,Assembly/Bill of Materials,No
11257,23096,TCB36219,647658015712,OB-STG001,48.0,0.0,MC-PW,CURRENT  TCB,1.45857923,0.0,PW,Assembly/Bill of Materials,No
11252,23092,TCB36218,647658015675,OB-STG001,48.0,0.0,MC-PW,CURRENT  TCB,1.45270833,0.0,PW,Assembly/Bill of Materials,No
10745,7465,RJ802Z,647658111551,OB-STG001,6.0,0.0,B2C Warehouse PW,WEB/AMAZON ,4.48628889,0.0,PW,Assembly/Bill of Materials,No
8174,31187,LABVHN : 12904,,PRP-A-001,300.0,300.0,MC-PW,CUSTOM ITEM MEIJER,0.04340089,13.02,PW,Inventory Item,No
8226,31463,LABVHN : 12974,,PRP-A-001,1000.0,1000.0,MC-PW,CUSTOM ITEM MEIJER,0.04939051,49.391000000000005,PW,Inventory Item,No
1445,36108,CARTONS : 51160,,PRP-A-001,3550.0,3550.0,MC-PW,FIREFLY FALL 2020,1.10504794,3922.92,PW,Inventory Item,No
1451,36110,CARTONS : 51161,,PRP-A-001,7000.0,7000.0,MC-PW,,0.18281255,1279.688,PW,Inventory Item,No
8208,31205,LABVHN : 12936,,PRP-A-001,20.0,20.0,MC-PW,CUSTOM ITEM MEIJER,0.05759375,1.1520000000000001,PW,Inventory Item,No
8177,31189,LABVHN : 12906,,PRP-A-001,10.0,10.0,MC-PW,CUSTOM ITEM MEIJER,0.04544659,0.45399999999999996,PW,Inventory Item,No
4783,31168,GLCD : 25822,,PRP-A-001,27.0,27.0,MC-PW,CUSTOM ITEM MEIJER,0.67188482,18.141,PW,Inventory Item,No
8695,28636,MISC. : 51020,,PRP-A-001,5610.0,5610.0,MC-PW,PADDYWAX FALL 2019,0.23109065,1296.4189999999999,PW,Inventory Item,No
2914,5860,FBCD : 16297,,PRP-A-001,1750.0,1750.0,MC-PW,CURRENT,0.71862168,1257.588,PW,Inventory Item,No
5008,35522,GLCD : 25994,,PRP-A-001,15.0,15.0,MC-PW,FIREFLY FALL 2020,0.89195415,13.379000000000001,PW,Inventory Item,No
2922,6087,FBCD : 16328,,PRP-A-001,635.0,635.0,MC-PW,CURRENT,0.69215736,439.52,PW,Inventory Item,No
1477,37467,CARTONS : 51193,,PRP-A-001,8.0,8.0,MC-PW,CUSTOM HALLMARK,0.795,6.36,PW,Inventory Item,No
4934,35005,GLCD : 25953,,PRP-A-001,2016.0,2016.0,MC-PW,FIREFLY FALL 2020,0.5100248,1028.21,PW,Inventory Item,No
1479,37469,CARTONS : 51194,,PRP-A-001,16.0,16.0,MC-PW,CUSTOM HALLMARK,0.7140000000000001,11.424000000000001,PW,Inventory Item,No
1498,37434,CARTONS : 51201,,PRP-A-001,330.0,330.0,MC-PW,PADDYWAX SPRING 2021,0.69048446,227.86,PW,Inventory Item,No
950,17202,CARTONS : 50771,,PRP-A-001,7675.0,7675.0,MC-PW,Current,0.08439815,647.756,PW,Inventory Item,No
2001,21440,CERAMIC : 36329,,PRP-A-001,444.0,444.0,MC-PW,PADDYWAX FALL 2018,1.45060811,644.07,PW,Inventory Item,No
775,13096,CARTONS : 50573,,PRP-A-001,709.0,709.0,MC-PW,Current,0.76284615,540.8580000000001,PW,Inventory Item,No
777,13097,CARTONS : 50574,,PRP-A-001,1870.0,1870.0,MC-PW,Current,0.15756098,294.639,PW,Inventory Item,No
802,14315,CARTONS : 50649,,PRP-A-001,3600.0,3600.0,MC-PW,Current,0.15000199,540.007,PW,Inventory Item,No
3169,37142,FBFD : 16942,,PRP-A-001,920.0,920.0,MC-PW,PADDYWAX SPRING 2021,1.2634333999999998,1162.359,PW,Inventory Item,No
1714,12841,CERAMIC : 36135,,PRP-A-001,320.0,320.0,MC-PW,Current,0.746875,239.0,PW,Inventory Item,No
4208,4033,GLCD : 25065,,PRP-A-001,45.0,45.0,MC-PW,Current,0.82738696,37.232,PW,Inventory Item,No
1708,12839,CERAMIC : 36133,,PRP-A-001,1536.0,1536.0,MC-PW,Current,0.74023124,1136.995,PW,Inventory Item,No
